PID,MS Zoning,Lot Frontage,Lot Area,Overall Qual,Full Bath,Foundation,Year Built,Yr Sold,Neighborhood,Kitchen AbvGr,Bedroom AbvGr,SalePrice
907262070,RL,22.0,671.0,7,2,PConc,2003,2008,CollgCr,1,3,183.0
907265100,RL,29.0,1086.0,8,2,PConc,1999,2008,CollgCr,1,3,207.0
907285080,RL,21.0,813.0,7,2,PConc,1994,2008,CollgCr,1,4,210.0
907290150,RM,11.0,412.0,6,1,PConc,2003,2008,CollgCr,1,1,136.5
907290250,RM,,411.0,6,1,PConc,2004,2008,CollgCr,1,1,145.0
907295020,RL,23.0,1219.0,6,2,PConc,1997,2008,CollgCr,1,3,208.9
907295100,RM,25.0,941.0,6,2,PConc,1997,2008,CollgCr,2,2,185.0
907405020,RL,21.0,849.0,7,2,PConc,2002,2008,CollgCr,1,3,214.0
907405140,RL,20.0,785.0,7,2,PConc,2003,2008,CollgCr,1,3,208.5
907412040,RL,23.0,906.0,7,2,PConc,2004,2008,CollgCr,1,3,186.5
907412070,RL,20.0,785.0,7,2,PConc,2004,2008,CollgCr,1,3,210.0
907412080,RL,20.0,773.0,7,2,PConc,2004,2008,CollgCr,1,3,185.9
907412090,RL,26.0,1026.0,8,2,PConc,2007,2008,CollgCr,1,3,179.9
907418010,RL,26.0,1027.0,7,2,PConc,2007,2008,CollgCr,1,3,218.836
907418040,RL,23.0,894.0,7,2,PConc,2007,2008,CollgCr,1,3,193.0
907420080,RL,19.0,762.0,7,2,PConc,2005,2008,CollgCr,1,3,189.0
907425010,RM,,411.0,6,1,PConc,2004,2008,CollgCr,1,1,149.3
907425015,RM,,411.0,6,1,PConc,2004,2008,CollgCr,1,1,141.0
907425030,RM,,412.0,6,1,PConc,2004,2008,CollgCr,1,1,149.0
907425035,RM,,412.0,6,1,PConc,2004,2008,CollgCr,1,1,144.5
908102030,RL,20.0,815.0,5,1,CBlock,1910,2008,Edwards,1,2,85.0
908102040,RL,20.0,815.0,5,2,CBlock,1900,2008,Edwards,2,4,145.9
908102140,RL,23.0,913.0,5,1,CBlock,1966,2008,Edwards,1,3,123.0
908102260,RL,23.0,923.0,5,1,CBlock,1965,2008,Edwards,1,3,147.5
908103260,RL,20.0,1124.0,5,1,CBlock,1976,2008,Edwards,1,3,165.0
908103280,,20.0,604.0,6,1,CBlock,1976,2008,Edwards,1,3,135.0
908127120,RL,19.0,1292.0,5,1,CBlock,1940,2008,Edwards,1,3,108.0
908128050,,27.0,930.0,4,2,CBlock,1972,2008,Edwards,1,3,137.5
908128110,RL,18.0,644.0,7,2,PConc,2003,2008,Edwards,1,3,165.4
908151040,RL,,895.0,6,1,CBlock,1977,2008,Edwards,1,3,147.0
908152110,RL,22.0,669.0,6,1,CBlock,1976,2008,Edwards,1,3,160.5
908152270,RL,18.0,653.0,4,1,PConc,2005,2008,Edwards,1,2,176.0
908154080,RL,37.0,4367.0,5,3,Slab,1959,2008,Edwards,1,5,284.7
908154235,RL,95.0,5935.0,10,2,PConc,2008,2008,Edwards,1,3,160.0
908186040,RM,11.0,341.0,6,1,PConc,2005,2008,Edwards,1,2,148.0
908201100,RL,20.0,561.0,4,2,PConc,1955,2008,Edwards,2,2,82.0
908201110,RL,20.0,559.0,4,2,PConc,1955,2008,Edwards,2,2,82.0
908201120,RL,28.0,1125.0,4,2,CBlock,1955,2008,Edwards,2,4,118.0
908204160,RL,23.0,636.0,4,2,Slab,1955,2008,Edwards,2,2,82.5
908225170,RL,17.0,644.0,4,1,CBlock,1955,2008,Edwards,1,2,91.9
908226120,RL,18.0,1132.0,5,1,PConc,1938,2008,Edwards,1,2,120.0
908250040,RL,17.0,748.0,5,1,Slab,1947,2008,Edwards,1,4,96.0
908250090,RL,21.0,884.0,4,1,CBlock,1953,2008,Edwards,1,2,99.0
908275130,RL,21.0,1093.0,5,1,CBlock,1946,2008,Edwards,1,3,130.5
908275180,RL,18.0,759.0,4,2,PConc,1954,2008,Edwards,1,4,135.0
908275280,RL,18.0,1530.0,5,1,PConc,1955,2008,Edwards,1,3,135.5
908276140,RL,19.0,715.0,4,1,CBlock,1954,2008,Edwards,1,3,100.0
909100150,RL,20.0,478.0,4,1,PConc,1923,2008,Edwards,1,3,108.0
909100170,RL,20.0,521.0,5,1,CBlock,1925,2008,Edwards,1,2,98.0
909101060,RL,14.0,766.0,3,1,BrkTil,1914,2008,Edwards,1,2,67.0
909101180,RL,17.0,528.0,5,2,PConc,1912,2008,SWISU,1,6,135.9
909131170,RH,,1129.0,6,2,BrkTil,1925,2008,SWISU,1,4,140.0
909175050,RL,18.0,780.0,5,2,PConc,1939,2008,SWISU,1,4,179.5
909175100,RL,18.0,780.0,6,2,PConc,1925,2008,SWISU,1,4,136.5
909177120,RL,18.0,677.0,7,2,BrkTil,1921,2008,SWISU,1,2,168.0
909201110,RH,17.0,792.0,5,1,PConc,1911,2008,SWISU,1,4,130.0
909250040,RL,16.0,914.0,5,3,BrkTil,1921,2008,SWISU,1,4,189.0
909250230,,20.0,725.0,6,2,BrkTil,1930,2008,SWISU,2,4,161.9
909251080,RL,20.0,833.0,6,1,BrkTil,1926,2008,Crawfor,1,2,145.0
909251090,RL,24.0,1071.0,6,2,BrkTil,1922,2008,Crawfor,1,3,191.0
909252110,RL,19.0,1447.0,6,2,BrkTil,1915,2008,Crawfor,1,4,177.0
909252220,RL,19.0,1446.0,6,1,BrkTil,1914,2008,Crawfor,1,3,147.5
909253190,RL,16.0,585.0,6,1,BrkTil,1930,2008,SWISU,1,2,91.0
909254050,RL,16.0,707.0,8,2,PConc,1925,2008,Crawfor,1,3,231.0
909256060,RL,16.0,974.0,6,1,BrkTil,1936,2008,SWISU,1,3,115.0
909275040,RL,,897.0,6,1,BrkTil,1923,2008,Crawfor,1,4,138.0
909275050,RL,18.0,669.0,7,1,BrkTil,1931,2008,Crawfor,1,3,149.0
909276170,RL,23.0,1114.0,6,1,CBlock,1934,2008,Crawfor,1,3,188.7
909277040,RL,,1087.0,5,2,CBlock,1937,2008,Crawfor,1,4,198.0
909277070,RL,,860.0,5,1,BrkTil,1938,2008,Crawfor,1,3,110.0
909281030,RL,24.0,725.0,6,1,PConc,1951,2008,Crawfor,1,2,104.0
909281110,RL,30.0,898.0,8,1,PConc,1935,2008,Crawfor,1,4,257.076
909282030,RL,,1310.0,8,3,CBlock,1935,2008,Crawfor,1,4,381.0
909425010,RL,,1455.0,7,1,CBlock,1939,2008,Crawfor,1,3,311.5
909425085,RL,21.0,1151.0,7,2,CBlock,1950,2008,Crawfor,1,3,263.4
909428170,RL,17.0,2422.0,5,2,PConc,1956,2008,Crawfor,1,3,236.5
909428190,RL,,1373.0,6,1,CBlock,1954,2008,Crawfor,1,3,224.0
909451020,RM,7.0,175.0,6,1,CBlock,1980,2008,Blueste,1,2,116.5
909451150,RM,7.0,181.0,6,2,CBlock,1980,2008,Blueste,1,3,151.0
910200080,RM,15.0,650.0,6,1,BrkTil,1926,2008,IDOTRR,1,2,126.0
910201130,RM,18.0,557.0,6,1,CBlock,1940,2008,IDOTRR,1,3,120.0
910202050,,12.0,338.0,4,1,BrkTil,1922,2008,IDOTRR,1,2,55.0
910202100,RM,,547.0,6,1,BrkTil,1930,2008,IDOTRR,1,2,120.5
910203020,RM,22.0,641.0,5,1,CBlock,1940,2008,IDOTRR,1,2,120.5
910203090,RM,18.0,758.0,5,1,CBlock,1930,2008,IDOTRR,1,4,119.0
910205010,RM,23.0,557.0,5,1,CBlock,1967,2008,IDOTRR,1,3,126.0
910206110,RM,18.0,687.0,5,1,BrkTil,1930,2008,IDOTRR,1,2,99.5
910226040,,23.0,836.0,5,2,CBlock,1958,2008,IDOTRR,1,4,165.5
910251050,A,24.0,1355.0,1,1,Slab,1952,2008,IDOTRR,1,2,13.1
911102090,C,18.0,491.0,4,1,Stone,1895,2008,IDOTRR,1,2,89.0
911102170,C,15.0,790.0,4,1,BrkTil,1920,2008,IDOTRR,1,3,40.0
911102180,C,16.0,478.0,4,1,PConc,1910,2008,IDOTRR,1,2,80.9
911226010,C,37.0,1672.0,3,1,CBlock,1935,2008,IDOTRR,1,2,81.0
911226030,C,18.0,836.0,4,1,Stone,1920,2008,IDOTRR,1,3,65.0
911370410,RM,20.0,519.0,8,2,PConc,2008,2008,Crawfor,1,2,392.5
911370490,RM,13.0,357.0,8,2,PConc,2007,2008,Crawfor,1,2,294.464
911370520,RM,13.0,354.0,7,2,PConc,2004,2008,Crawfor,1,2,250.0
911370540,RM,13.0,357.0,8,2,PConc,2004,2008,Crawfor,1,2,275.0
914453045,RL,,2205.0,7,3,PConc,1996,2008,Mitchel,1,3,300.0
914465060,RL,,1232.0,8,2,PConc,2002,2008,Mitchel,1,3,271.0
914467050,RL,,1027.0,7,2,PConc,1996,2008,Mitchel,1,3,213.0
914475020,RL,23.0,918.0,6,1,CBlock,1977,2008,Mitchel,1,3,171.0
914476010,RL,23.0,941.0,6,2,CBlock,1977,2008,Mitchel,1,3,171.5
914476080,RL,23.0,953.0,5,2,CBlock,1976,2008,Mitchel,2,4,100.0
914476450,RL,23.0,928.0,4,2,PConc,1991,2008,Mitchel,1,3,228.5
916226030,RL,13.0,379.0,7,2,CBlock,1986,2008,Timber,1,2,241.5
916325080,RL,,1440.0,8,2,CBlock,1976,2008,Timber,1,2,287.0
916380060,RL,23.0,1074.0,8,2,PConc,2006,2008,Timber,1,3,294.0
916382120,RL,22.0,884.0,8,2,PConc,2007,2008,Timber,1,3,293.077
916384100,RL,33.0,1194.0,8,2,PConc,2007,2008,Timber,1,3,264.966
916386040,RL,22.0,911.0,5,2,PConc,2006,2008,Timber,1,3,172.5
916386080,RL,22.0,904.0,5,2,PConc,2006,2008,Timber,1,3,167.5
916386180,RL,25.0,1117.0,7,2,PConc,2008,2008,Timber,1,3,218.689
916402015,RL,23.0,1198.0,6,2,CBlock,1989,2008,Timber,1,3,150.0
916402115,RL,14.0,1153.0,6,2,CBlock,1986,2008,Timber,1,3,184.0
916402215,RL,28.0,1697.0,6,2,CBlock,1986,2008,Timber,1,3,180.0
916403230,RL,26.0,948.0,6,2,CBlock,1988,2008,Timber,1,3,175.0
916455120,RL,25.0,1041.0,8,2,PConc,2003,2008,Timber,1,3,232.5
916460060,RL,,735.0,6,2,PConc,1999,2008,Timber,1,3,195.0
916477020,RL,26.0,1138.0,8,2,PConc,2003,2008,Timber,1,4,305.0
921126030,RL,24.0,1064.0,8,2,PConc,2007,2008,Timber,1,3,298.751
921201060,RL,26.0,1063.0,8,2,PConc,2005,2008,Timber,1,3,370.0
923202005,RM,30.0,831.0,7,2,PConc,1997,2008,Mitchel,2,2,209.2
923202015,RM,24.0,656.0,7,2,PConc,1997,2008,Mitchel,2,2,206.3
923202137,RL,23.0,862.0,5,1,PConc,2007,2008,Mitchel,1,2,146.0
923203140,RM,10.0,418.0,6,2,PConc,1997,2008,Mitchel,1,2,160.5
923204040,RL,46.0,1313.0,4,1,CBlock,1964,2008,Mitchel,1,3,173.0
923225080,RM,,392.0,5,1,PConc,1975,2008,MeadowV,1,3,124.0
923225150,RM,,248.0,5,1,PConc,1976,2008,MeadowV,1,3,115.0
923225200,RM,12.0,248.0,5,2,PConc,1976,2008,MeadowV,1,4,129.5
923225310,RM,6.0,183.0,4,1,CBlock,1973,2008,MeadowV,1,2,105.0
923225370,RM,6.0,148.0,4,1,CBlock,1973,2008,MeadowV,1,1,94.9
923227030,RL,,1670.0,5,1,CBlock,1968,2008,Mitchel,1,3,152.5
923228080,RM,6.0,137.0,6,2,CBlock,1970,2008,MeadowV,1,3,98.0
923228420,,6.0,176.0,4,1,CBlock,1972,2008,MeadowV,1,1,81.0
923250210,RL,30.0,2021.0,5,1,CBlock,1954,2008,Mitchel,1,2,113.0
923252100,RL,18.0,603.0,5,1,CBlock,1983,2008,Mitchel,1,2,128.5
923275090,RL,11.0,646.0,5,1,CBlock,1984,2008,Mitchel,1,3,119.5
923277030,RL,18.0,613.0,5,1,CBlock,1982,2008,Mitchel,1,3,130.5
923277040,RL,18.0,613.0,5,1,PConc,1982,2008,Mitchel,1,2,138.0
923277080,RL,18.0,613.0,5,1,CBlock,1982,2008,Mitchel,1,3,134.5
923400040,RL,23.0,1162.0,6,2,CBlock,1940,2008,Mitchel,1,4,160.0
923426010,RL,23.0,1152.0,5,1,CBlock,1984,2008,Mitchel,1,3,137.5
924100020,RL,,1029.0,5,2,CBlock,1969,2008,Mitchel,1,4,172.0
1007100110,I,,5258.0,5,2,BrkTil,1900,2008,IDOTRR,1,4,103.0
526352080,RL,26.0,991.0,6,2,CBlock,1971,2007,NAmes,1,3,167.3
526352090,,26.0,987.0,7,1,CBlock,1970,2007,NAmes,1,2,167.0
526355170,RL,29.0,1268.0,7,2,CBlock,1973,2007,NAmes,1,3,244.0
526355190,RL,29.0,1474.0,8,2,PConc,1970,2007,NAmes,1,4,268.0
527105140,RL,,1151.0,7,2,PConc,2003,2007,Gilbert,1,3,225.0
527107040,RL,,963.0,6,2,PConc,1995,2007,Gilbert,1,3,168.0
527110080,RL,,1288.0,6,2,PConc,1997,2007,Gilbert,1,3,177.0
527110120,RL,17.0,815.0,6,2,PConc,1997,2007,Gilbert,1,3,169.0
527110130,RL,17.0,824.0,6,2,PConc,1997,2007,Gilbert,1,3,161.5
527126030,RL,12.0,495.0,8,2,PConc,2000,2007,StoneBr,1,2,251.0
527158090,RL,,943.0,6,2,PConc,1994,2007,Gilbert,1,3,160.0
527161090,RL,,802.0,6,2,PConc,1999,2007,Gilbert,1,3,180.0
527162080,RL,19.0,732.0,7,2,PConc,1996,2007,Gilbert,1,3,178.75
527162090,RL,19.0,732.0,7,2,PConc,1995,2007,Gilbert,1,3,176.0
527162140,RL,18.0,697.0,6,3,PConc,1999,2007,Gilbert,1,5,204.0
527163080,RL,,888.0,7,2,PConc,1992,2007,Gilbert,1,3,160.0
527165020,,,1002.0,7,2,PConc,1991,2007,Gilbert,1,3,160.0
527165100,RL,,848.0,7,2,PConc,1992,2007,Gilbert,1,3,163.9
527165170,RL,,711.0,6,2,PConc,1993,2007,Gilbert,1,3,168.0
527175130,RL,49.0,1687.0,6,1,CBlock,1964,2007,Gilbert,1,3,154.204
527182040,RL,,343.0,8,1,CBlock,1986,2007,StoneBr,1,2,170.0
527182170,RL,,470.0,7,2,CBlock,1984,2007,StoneBr,1,3,207.5
527184020,RL,12.0,440.0,8,2,CBlock,1988,2007,StoneBr,1,2,182.0
527184110,RL,11.0,475.0,8,1,PConc,1990,2007,StoneBr,1,1,212.0
527210060,RL,26.0,1315.0,9,2,PConc,2005,2007,StoneBr,1,3,377.426
527212060,RL,30.0,1145.0,8,3,PConc,2005,2007,StoneBr,1,4,349.265
527216080,RL,16.0,4829.0,9,2,PConc,2006,2007,StoneBr,1,4,591.587
527226040,RL,59.0,3865.0,5,1,CBlock,1969,2007,Gilbert,1,3,155.0
527252050,RL,19.0,746.0,9,2,PConc,2006,2007,StoneBr,1,2,319.9
527252070,RL,18.0,751.0,8,2,PConc,2007,2007,StoneBr,1,2,392.0
527256030,RL,26.0,1308.0,8,1,PConc,2006,2007,StoneBr,1,1,441.929
527256040,,25.0,1289.0,10,2,PConc,2006,2007,StoneBr,1,3,455.0
527301080,RL,,1166.0,6,2,CBlock,1981,2007,NWAmes,1,3,182.9
527301280,RL,,1018.0,6,2,CBlock,1984,2007,NWAmes,1,3,174.0
527302020,RL,24.0,1123.0,6,3,CBlock,1984,2007,NWAmes,1,3,178.0
527302060,RL,24.0,1123.0,7,2,CBlock,1981,2007,NWAmes,1,3,176.0
527302090,RL,28.0,1143.0,7,2,CBlock,1978,2007,NWAmes,1,3,213.0
527325090,RL,19.0,1053.0,7,2,CBlock,1979,2007,NWAmes,1,4,192.0
527325110,RL,28.0,1110.0,7,2,CBlock,1977,2007,NWAmes,1,3,190.0
527327050,RL,,1119.0,6,2,CBlock,1976,2007,NWAmes,1,4,195.0
527328020,RL,,966.0,6,2,CBlock,1978,2007,NWAmes,1,3,148.0
527328050,RL,24.0,1101.0,6,2,CBlock,1984,2007,NWAmes,1,3,151.5
527353080,RL,24.0,1076.0,7,2,CBlock,1979,2007,NWAmes,1,3,197.0
527354050,RL,24.0,966.0,6,2,CBlock,1979,2007,NWAmes,1,2,192.35
527356050,RL,24.0,1003.0,5,2,CBlock,1969,2007,NWAmes,1,4,152.0
527357020,RL,39.0,1208.0,6,2,CBlock,1971,2007,NWAmes,1,2,170.0
527358060,RL,21.0,1137.0,5,2,CBlock,1971,2007,NWAmes,1,3,175.0
527359010,RL,27.0,1087.0,6,1,CBlock,1968,2007,NWAmes,1,3,175.0
527359080,RL,,1151.0,7,2,CBlock,1976,2007,NWAmes,1,3,197.9
527359160,RL,20.0,835.0,7,2,CBlock,1976,2007,NWAmes,1,3,174.0
527377110,RL,24.0,743.0,6,2,CBlock,1974,2007,NWAmes,1,4,178.9
527402090,,21.0,975.0,5,1,CBlock,1971,2007,NAmes,1,3,139.0
527402150,RL,,978.0,6,1,CBlock,1971,2007,NAmes,1,3,143.25
527402240,RL,,694.0,7,1,CBlock,1972,2007,NAmes,1,4,184.0
527403310,RL,19.0,879.0,5,1,CBlock,1970,2007,NAmes,1,3,155.0
527404050,RL,20.0,736.0,5,1,CBlock,1970,2007,NAmes,1,3,133.0
527404100,RL,19.0,907.0,5,1,CBlock,1971,2007,NAmes,1,3,119.5
527404140,RL,21.0,771.0,4,1,CBlock,1971,2007,NAmes,1,3,123.0
527404150,RL,,682.0,4,1,CBlock,1971,2007,NAmes,1,2,110.0
527425025,RL,,1598.0,4,1,BrkTil,1961,2007,NAmes,1,2,128.0
527425140,RL,18.0,836.0,4,1,PConc,1971,2007,NAmes,1,3,120.5
527427090,RH,10.0,377.0,7,1,PConc,1998,2007,NAmes,1,1,133.0
527427160,RH,10.0,382.0,6,2,PConc,2001,2007,NAmes,1,2,155.0
527427200,RH,8.0,1017.0,6,2,PConc,1997,2007,NAmes,1,2,177.0
527450030,RM,6.0,205.0,6,1,CBlock,1973,2007,BrDale,1,3,113.5
527450150,RM,6.0,176.0,6,1,CBlock,1973,2007,BrDale,1,3,113.0
527450220,RM,6.0,191.0,6,1,CBlock,1973,2007,BrDale,1,4,113.7
527451020,RM,7.0,187.0,5,2,CBlock,1970,2007,BrDale,1,3,106.0
527451170,RM,7.0,178.0,5,1,CBlock,1971,2007,BrDale,1,2,122.5
527452100,RL,,458.0,6,2,CBlock,1976,2007,NPkVill,1,2,128.0
527453010,RL,7.0,214.0,6,2,CBlock,1976,2007,NPkVill,1,3,155.0
527455030,RL,7.0,214.0,7,2,CBlock,1978,2007,NPkVill,1,2,142.5
527455250,RL,20.0,664.0,5,1,CBlock,1966,2007,NAmes,1,3,129.25
528102050,RL,29.0,1158.0,9,2,PConc,2006,2007,NridgHt,1,3,356.0
528102090,,27.0,1086.0,9,2,PConc,2007,2007,NridgHt,1,3,314.813
528102100,,28.0,1118.0,8,2,PConc,2007,2007,NridgHt,1,3,318.0
528102120,RL,28.0,1099.0,8,2,PConc,2006,2007,NridgHt,1,3,322.4
528102130,RL,28.0,1123.0,8,2,PConc,2007,2007,NridgHt,1,3,318.0
528104010,RL,34.0,1332.0,8,2,PConc,2007,2007,NridgHt,1,2,345.474
528106040,RL,33.0,1342.0,9,2,PConc,2006,2007,NridgHt,1,3,415.298
528106050,,33.0,1267.0,9,2,PConc,2007,2007,NridgHt,1,3,492.0
528106060,,34.0,1249.0,8,2,PConc,2006,2007,NridgHt,1,4,338.931
528106110,RL,32.0,1434.0,10,2,PConc,2005,2007,NridgHt,1,2,450.0
528108160,RL,33.0,1315.0,7,2,PConc,2006,2007,NridgHt,1,3,280.0
528110040,RL,33.0,1291.0,9,2,PConc,2007,2007,NridgHt,1,3,479.069
528110070,RL,34.0,1322.0,8,2,PConc,2006,2007,NridgHt,1,3,395.0
528110100,RL,32.0,1272.0,9,2,PConc,2006,2007,NridgHt,1,3,380.0
528112150,RL,30.0,1062.0,8,2,PConc,2006,2007,NridgHt,1,3,250.0
528114050,RL,34.0,1391.0,8,2,PConc,2006,2007,NridgHt,1,2,440.0
528118040,RL,36.0,1268.0,9,2,PConc,2005,2007,NridgHt,1,4,418.0
528118050,,18.0,1595.0,10,2,PConc,2007,2007,NridgHt,1,2,500.067
528120010,RL,41.0,1548.0,8,2,PConc,2007,2007,NridgHt,1,3,260.116
528120150,RL,23.0,891.0,8,2,PConc,2004,2007,NridgHt,1,4,317.0
528142050,RL,25.0,902.0,8,2,PConc,2007,2007,NridgHt,1,3,319.5
528144050,RL,26.0,981.0,8,1,PConc,2007,2007,NridgHt,1,3,325.624
528150040,RL,29.0,1265.0,9,2,PConc,2006,2007,NridgHt,1,3,372.0
528150110,RL,30.0,1214.0,8,2,PConc,2004,2007,NridgHt,1,5,342.0
528150120,RL,30.0,1124.0,8,2,PConc,2004,2007,NridgHt,1,4,354.0
528166150,RL,34.0,1326.0,8,2,PConc,2003,2007,NridgHt,1,3,350.0
528168040,RL,28.0,1115.0,8,2,PConc,2003,2007,NridgHt,1,4,285.0
528172030,RL,,1168.0,8,2,PConc,2007,2007,NridgHt,1,3,281.5
528172050,RL,21.0,922.0,7,2,PConc,2005,2007,NridgHt,1,3,245.7
528172070,RL,22.0,860.0,8,2,PConc,2005,2007,NridgHt,1,3,232.698
528172075,RL,28.0,997.0,8,2,PConc,2006,2007,NridgHt,1,3,250.0
528174010,RL,19.0,704.0,6,2,PConc,2005,2007,NridgHt,1,2,194.7
528174020,RL,10.0,362.0,6,1,PConc,2005,2007,NridgHt,1,1,204.0
528174030,RL,10.0,363.0,6,1,PConc,2005,2007,NridgHt,1,1,200.0
528174040,RL,12.0,584.0,6,2,PConc,2005,2007,NridgHt,1,2,207.0
528181060,RL,10.0,426.0,8,2,PConc,2006,2007,NridgHt,1,2,209.5
528181070,RL,10.0,426.0,8,2,PConc,2006,2007,NridgHt,1,2,209.5
528181080,RL,13.0,598.0,8,2,PConc,2006,2007,NridgHt,1,2,202.5
528186050,RL,15.0,728.0,9,2,PConc,2005,2007,NridgHt,1,2,280.0
528186090,RL,18.0,679.0,9,2,PConc,2005,2007,NridgHt,1,2,277.5
528186120,RL,21.0,727.0,9,2,PConc,2007,2007,NridgHt,1,2,318.061
528186190,RL,15.0,580.0,8,2,PConc,2006,2007,NridgHt,1,2,221.37
528188160,RL,15.0,301.0,7,2,PConc,2003,2007,NridgHt,1,2,200.0
528218010,RL,18.0,1469.0,6,3,CBlock,2007,2007,Gilbert,1,3,181.755
528218020,RL,20.0,951.0,6,2,PConc,2005,2007,Gilbert,1,3,176.0
528218050,RL,20.0,951.0,6,2,PConc,2005,2007,Gilbert,1,3,178.9
528218100,RL,18.0,1227.0,7,2,PConc,2006,2007,Gilbert,1,3,168.165
528221030,RL,19.0,823.0,6,2,PConc,2006,2007,Gilbert,1,3,171.925
528221040,RL,19.0,904.0,6,2,PConc,2006,2007,Gilbert,1,3,198.444
528221050,RL,27.0,1135.0,6,2,PConc,2005,2007,Gilbert,1,3,203.0
528221090,RL,20.0,838.0,7,2,PConc,2007,2007,Gilbert,1,3,179.54
528222030,RL,22.0,835.0,7,2,PConc,2007,2007,Gilbert,1,3,176.485
528222040,RL,22.0,827.0,7,2,PConc,2007,2007,Gilbert,1,3,181.134
528222050,RL,22.0,790.0,6,2,PConc,2006,2007,Gilbert,1,3,156.932
528222060,RL,22.0,764.0,6,2,PConc,2007,2007,Gilbert,1,3,166.0
528222080,RL,20.0,717.0,7,2,PConc,2007,2007,Gilbert,1,3,177.594
528222090,RL,20.0,715.0,7,2,PConc,2007,2007,Gilbert,1,3,173.5
528228270,RL,16.0,364.0,7,2,PConc,2006,2007,Blmngtn,1,2,172.5
528228275,,16.0,364.0,7,0,PConc,2006,2007,Blmngtn,1,2,194.201
528228375,RL,,336.0,8,2,PConc,2003,2007,Blmngtn,1,2,226.5
528228555,RL,16.0,345.0,7,2,PConc,2007,2007,Blmngtn,1,2,185.485
528231010,RL,55.0,1354.0,7,2,PConc,2004,2007,Gilbert,1,3,259.0
528231030,RL,20.0,1507.0,7,2,PConc,2004,2007,Gilbert,1,2,188.5
528235000,RL,27.0,1030.0,7,2,PConc,2004,2007,Gilbert,1,3,175.0
528235160,RL,18.0,1096.0,7,2,PConc,2004,2007,Gilbert,1,4,215.0
528235170,RL,18.0,1016.0,7,2,PConc,2006,2007,Gilbert,1,3,206.58
528240020,RL,19.0,766.0,7,2,PConc,2004,2007,Gilbert,1,3,183.5
528250010,RL,,1110.0,7,2,PConc,2003,2007,Gilbert,1,3,165.5
528250070,RL,19.0,732.0,7,2,PConc,2003,2007,Gilbert,1,4,211.0
528275035,RL,,749.0,6,2,PConc,2000,2007,Gilbert,1,3,181.0
528275110,RL,,812.0,7,2,PConc,2002,2007,Gilbert,1,4,219.5
528280110,RL,19.0,736.0,6,2,PConc,1999,2007,Gilbert,1,3,175.0
528280150,RL,23.0,926.0,7,2,PConc,2000,2007,Gilbert,1,3,170.0
528290060,RL,,720.0,7,2,PConc,2003,2007,Gilbert,1,3,162.0
528290170,RL,18.0,881.0,6,2,PConc,2000,2007,Gilbert,1,3,187.0
528294010,RL,18.0,896.0,6,2,PConc,1999,2007,Gilbert,1,3,185.0
528320050,RL,49.0,1451.0,10,3,PConc,1996,2007,NoRidge,1,4,745.0
528322020,RL,30.0,1133.0,8,2,PConc,1997,2007,NoRidge,1,4,384.5
528326060,RL,,1022.0,8,2,PConc,2000,2007,NoRidge,1,4,248.0
528327060,RL,,1059.0,10,2,PConc,2001,2007,NoRidge,1,2,466.5
528340030,RL,27.0,981.0,9,2,PConc,1998,2007,NoRidge,1,4,410.0
528344020,RL,23.0,1022.0,8,2,PConc,1998,2007,NoRidge,1,4,322.5
528348030,RL,25.0,1002.0,7,2,PConc,1998,2007,NoRidge,1,4,252.0
528351010,RL,32.0,2001.0,10,3,PConc,1994,2007,NoRidge,1,4,755.0
528354060,RL,28.0,922.0,7,2,PConc,1996,2007,NoRidge,1,3,269.79
528354110,RL,29.0,1095.0,7,2,PConc,1996,2007,NoRidge,1,3,315.75
528358040,RL,25.0,924.0,7,2,PConc,1995,2007,NoRidge,1,4,290.0
528364110,RL,20.0,1139.0,8,2,PConc,1995,2007,NoRidge,1,4,290.0
528366050,RL,,1179.0,8,3,PConc,1992,2007,NoRidge,1,4,430.0
528366070,RL,27.0,1093.0,8,2,PConc,1992,2007,NoRidge,1,4,263.0
528376010,RL,25.0,840.0,8,2,PConc,1996,2007,NoRidge,1,4,330.0
528427040,RL,23.0,921.0,7,2,PConc,2007,2007,Somerst,1,3,213.133
528427100,RL,28.0,1099.0,8,2,PConc,2007,2007,Somerst,1,3,260.261
528429090,RL,26.0,1084.0,9,2,PConc,2006,2007,Somerst,1,3,320.0
528429110,RL,15.0,1417.0,8,2,PConc,2007,2007,Somerst,1,3,282.922
528431030,RL,23.0,986.0,8,2,PConc,2006,2007,Somerst,1,3,215.0
528431040,RL,30.0,1142.0,10,2,PConc,2007,2007,Somerst,1,1,419.005
528431050,RL,35.0,1254.0,8,2,PConc,2006,2007,Somerst,1,3,255.0
528431110,RL,23.0,928.0,8,2,PConc,2006,2007,Somerst,1,2,147.0
528435010,RL,26.0,926.0,7,3,PConc,2007,2007,Somerst,1,3,235.876
528435040,,24.0,875.0,7,2,PConc,2007,2007,Somerst,1,3,311.872
528435060,RL,25.0,915.0,7,2,PConc,2007,2007,Somerst,1,3,248.328
528435070,RL,26.0,929.0,8,2,PConc,2006,2007,Somerst,1,3,227.0
528439040,RL,23.0,822.0,8,2,PConc,2005,2007,Somerst,1,3,260.0
528439050,RL,23.0,851.0,8,2,PConc,2007,2007,Somerst,1,3,225.0
528439080,RL,21.0,767.0,7,2,PConc,2005,2007,Somerst,1,3,249.0
