PID,Year Built,SalePrice,Fireplaces,Bedroom AbvGr,Overall Qual,Gr Liv Area,Lot Area,Pool Area
533213070,1999,179400,0,3,7,1501,2280,0
533213120,1999,172900,0,3,6,1549,2280,0
533215020,2000,300000,1,2,9,1638,4765,0
533215030,2001,285000,1,1,9,1310,4538,0
533215040,2001,290000,1,2,9,1419,4385,0
533215070,1999,305000,1,2,9,1557,4109,0
533215080,1999,328900,1,2,9,1709,5119,0
533217050,1999,160000,0,2,7,1252,2160,0
533217060,1999,170000,0,3,7,1404,2160,0
533234020,2001,223000,1,3,7,1789,10646,0
533236060,1999,170000,0,3,8,1586,2645,0
533236070,1999,200000,0,3,8,1607,2645,0
533236090,1998,345000,1,2,10,2393,3951,0
533250050,1996,245500,2,1,8,1288,14963,0
533250110,1995,217500,1,1,8,1239,11064,0
533250160,1993,324000,2,1,8,1719,10846,0
533251120,1984,162500,0,3,6,1232,11120,0
533350090,1977,150000,1,3,9,2944,24572,0
533350120,1976,290000,1,3,8,1671,16280,0
534104100,2002,205000,1,3,7,1812,7500,0
534126090,1970,174000,1,3,7,1682,10400,0
534127210,1969,183000,0,4,6,1427,11104,0
534127230,1968,150000,1,4,6,1740,11050,0
534128050,1971,145000,0,3,6,1258,11040,0
534129060,1967,215000,1,4,7,1620,15387,0
534175140,1965,140500,0,4,5,1625,9750,0
534177180,1974,240000,1,4,6,2614,10800,0
534201240,1968,141000,0,4,5,1464,8814,0
534202130,1965,147000,0,2,5,912,8872,0
534204030,1965,135000,0,3,5,925,8125,0
534225110,1965,145000,0,6,5,1728,11072,0
534225120,1965,142600,0,6,5,1728,13101,0
534250010,1973,135000,0,4,5,1656,9246,0
534250335,1971,170000,0,4,7,1670,13355,0
534250370,1976,299800,2,4,8,2715,8963,0
534250410,1974,185000,1,4,6,1876,9120,0
534251280,1966,173000,0,4,6,1632,9130,0
534252090,1961,178400,0,3,7,999,12122,0
534252270,1968,176000,1,4,7,1978,9900,0
534276190,1956,98000,0,2,5,1014,7785,0
534277060,1957,109008,0,3,4,907,8593,0
534277070,1956,135750,0,2,4,952,8475,0
534400030,1963,155000,0,3,5,1128,8700,0
534400060,1964,180500,1,3,6,1425,10175,0
534401130,1966,174900,0,3,6,1165,9020,0
534401190,1965,140000,1,3,6,1136,9200,0
534403050,1964,145000,0,3,6,1092,8250,0
534403080,1965,179900,1,3,5,1265,9350,0
534403100,1964,168500,0,3,6,1350,9020,0
534403260,1961,140000,0,3,5,1114,9900,0
534426040,1959,145500,0,3,5,1053,10007,0
534427040,1959,142000,0,3,6,1252,10721,0
534428020,1960,141000,1,3,4,1100,12493,0
534428100,1960,153000,0,3,5,1118,11332,0
534451080,1949,72500,0,2,3,720,6627,0
534451170,1935,52000,0,2,3,729,4130,0
534452060,1939,118000,2,2,5,1077,7420,0
534453140,1937,87000,0,2,4,906,4882,0
534455030,1960,141500,0,3,5,1496,9600,0
534477080,1950,119000,0,3,6,1252,9600,0
534477090,1950,141500,1,3,5,1337,9600,0
534477270,1955,165500,1,3,6,1661,9600,0
534479150,1953,112900,0,3,5,1036,7584,0
535103050,1965,201800,2,4,7,1820,13700,0
535104020,1961,163000,1,3,6,1362,10197,0
535105030,1961,139950,0,3,5,1144,7875,0
535105060,1962,174000,1,3,6,1537,8400,0
535105090,1962,165000,1,3,6,1431,9150,0
535126140,1966,227000,1,4,6,1988,14670,0
535150210,1955,135000,0,3,5,1098,7390,0
535150280,1963,124000,0,3,5,1144,9204,0
535151160,1962,140000,0,3,5,1283,7763,0
535152200,1957,136500,2,3,5,1176,8856,0
535153140,1959,185000,0,2,5,1440,9840,0
535153150,1958,163000,1,3,6,1261,9120,0
535176100,1958,166800,1,3,6,1570,13200,0
535178060,1956,139000,1,2,6,1196,9000,0
535179060,1957,166000,2,3,6,1392,11900,0
535180100,1958,136000,0,3,6,1080,9464,0
535180120,1956,133000,0,3,5,1104,10425,0
535301080,1952,116000,0,2,5,882,11556,0
535302130,1953,137500,0,3,5,1152,9373,0
535302140,1953,130000,0,2,5,950,12774,0
535303030,1957,180000,2,3,6,1790,14250,0
535305030,1951,139000,0,2,5,952,7350,0
535305160,1953,110000,0,2,5,773,7677,0
535327230,1957,100000,1,4,5,1764,8838,0
535352080,1947,118500,0,2,5,1216,8480,0
535354200,1957,146000,0,5,5,1824,12436,0
535375140,1948,89900,0,1,4,869,10122,0
535375160,1925,114000,0,3,5,1159,7506,0
535380050,1945,140000,1,3,5,1558,10930,0
535380110,1940,86900,0,2,4,672,5400,0
535380140,1922,139000,1,3,5,1436,10836,0
535383100,1900,106250,0,3,4,1294,10800,0
535402120,1962,171000,1,4,6,1716,9247,0
535403010,1968,139000,1,3,5,1044,10180,0
535425060,1958,186000,1,3,7,1312,11355,0
535426260,1960,157000,1,2,6,1253,10920,0
535426350,1960,148000,0,3,6,1081,12929,0
535427070,1960,242000,1,4,7,2069,27650,0
535451010,1953,116000,0,3,5,910,8892,0
535451050,1951,94000,1,2,5,876,7200,0
535451230,1950,98300,0,3,5,1048,7200,0
535452120,1960,127000,0,4,5,1507,7910,0
535453020,1959,159000,0,3,5,1256,8000,0
535453040,1962,125900,0,3,5,1027,8000,0
535453210,1960,155000,1,3,5,1269,7931,0
535454150,1948,138000,0,3,6,1320,8064,0
535455060,1954,112500,0,2,6,984,6390,0
535455080,1954,105500,0,2,6,832,7227,0
535455090,1954,127500,0,4,6,1278,7200,0
535456050,1961,130000,0,6,5,1800,8513,0
535456070,1955,150000,0,3,5,1588,7200,0
535456100,1954,109500,0,2,5,825,7200,0
535475020,1963,140000,1,4,6,1796,7056,0
535476370,1964,167900,0,4,6,1611,9760,0
535477090,1963,136870,0,3,5,1117,7590,0
902100020,2008,143000,0,3,6,1133,9836,0
902100030,1925,73000,0,2,5,764,5232,0
902102060,1904,157500,1,3,5,1539,10440,0
902103150,1948,122600,0,3,5,1323,9184,0
902105010,1910,111000,0,2,5,1360,4800,0
902105020,1920,256000,2,5,6,2792,10440,0
902105130,1940,64000,0,2,5,672,4800,0
902107030,1915,139500,0,4,6,1456,6000,0
902109080,1910,118000,0,3,4,1594,11426,0
902109110,2003,200000,0,3,7,2082,11426,0
902109120,1940,119164,0,2,4,1656,7628,0
902109160,1920,122250,1,2,5,1740,7308,0
902128075,1920,120000,1,2,7,1027,5400,0
902128150,1940,155000,2,3,6,1436,10800,0
902134100,1910,78000,0,2,5,899,6756,0
902136110,1890,95000,0,3,5,1080,5914,0
902201120,1948,115000,0,2,5,789,6000,0
902201140,1948,147000,0,2,5,1122,12000,0
902202090,1946,140000,1,3,5,1499,9000,0
902205070,1946,46500,0,1,2,407,7311,0
902205090,1957,112500,0,3,5,928,6000,0
902205140,1954,107900,0,2,4,901,6000,0
902207120,1949,65000,0,5,3,1588,12205,0
902207220,1880,295000,1,3,7,3493,18386,0
902300110,1900,139500,0,4,5,1627,9142,0
902300215,1915,153900,1,4,5,1416,12665,0
902300260,1920,132000,0,3,7,1450,5350,0
902301140,1916,98000,0,4,5,1344,4571,0
902301150,1900,114000,0,2,5,1017,9143,0
902304060,1920,130000,0,4,5,2350,9600,0
902305080,1917,129500,1,3,6,2058,9600,0
902306120,1905,129400,0,3,5,1540,6000,0
902306130,1928,161000,1,3,7,1378,9600,0
902326060,1905,163000,1,3,6,1912,10800,0
902328040,1914,128000,1,3,6,1484,6300,0
902330010,1872,122000,0,4,8,2358,5250,0
902401010,1926,116900,1,2,7,1111,5700,0
902401120,1893,325000,1,3,10,2775,13500,0
902402260,1920,55000,0,2,2,1086,11340,0
902405070,1890,184000,1,5,7,2495,10800,0
902406020,1959,110000,0,2,5,984,9750,0
902406090,1954,131500,0,4,5,1795,12150,0
902427045,1956,97000,0,2,5,882,12702,0
902427150,1958,115500,0,2,4,1093,8516,0
903201030,1928,138000,1,2,5,1143,7111,0
903204010,1945,108000,0,3,7,1668,7425,0
903204095,1930,79500,0,2,5,935,9100,0
903206070,1935,153000,1,3,5,1738,7010,0
903225050,1924,109500,0,2,5,784,6130,0
903225140,1941,124000,0,3,5,1210,5000,0
903225160,1900,106900,0,3,6,1290,5870,0
903226060,1940,164900,1,3,6,1672,6000,0
903226150,1924,119000,1,2,5,949,6000,0
903227080,1929,120000,1,3,6,1158,6000,0
903228040,1937,157000,0,3,6,1497,6000,0
903228060,1939,105000,1,2,6,1342,6000,0
903228090,1926,113000,0,3,6,1013,5000,0
903230110,1920,115000,1,3,5,1216,5520,0
903230120,1946,79000,0,2,4,896,5940,0
903231080,1929,123000,0,2,4,1136,6240,0
903232030,1945,81300,0,1,5,808,6120,0
903232090,1930,162900,1,3,5,1573,6240,0
903233080,1939,150000,1,4,7,2009,6240,0
903234090,1923,123500,0,4,5,1902,6120,0
903234100,1931,129900,2,2,7,1774,6120,0
903235010,1920,128000,0,3,6,1362,6155,0
903235100,1927,68500,0,1,4,520,6324,0
903236010,1948,127000,0,2,5,1285,8635,0
903400180,1923,207000,1,4,6,1848,13053,0
903401020,1925,184000,0,4,7,1820,9120,0
903401030,1915,162500,0,4,6,1716,9144,0
903401050,1940,145000,0,3,5,1505,9144,0
903425420,1918,130000,0,2,6,838,10267,0
903426160,1910,160000,0,5,6,1984,8094,0
903427090,1925,161000,1,3,8,1666,5100,0
903429010,1910,127500,0,3,6,1609,4347,0
903452025,1930,93850,0,1,6,768,6291,0
903453050,1952,136000,0,4,6,1536,10266,0
903454100,1938,141000,1,4,6,1969,6876,0
903455030,1915,120000,0,2,5,1308,10320,0
903455140,1925,127500,0,2,6,1040,7200,0
903456130,1925,127000,1,3,6,1236,7006,0
903458110,1920,89500,0,3,6,1406,7920,0
903475020,1955,125000,0,2,5,825,8235,0
903476110,1920,79900,0,4,6,1198,5586,0
903481010,1912,85000,0,1,5,759,10320,0
903481100,1915,82375,0,3,3,1344,10320,0
903484020,1906,135000,0,3,6,1469,10320,0
904100020,1947,124000,0,3,5,1054,9488,0
904100040,1968,134000,1,3,5,1211,8250,0
904100160,1948,135000,1,4,5,1271,21286,0
904101170,1959,134432,1,4,4,1588,17120,0
904351280,1940,127500,0,4,5,1355,10106,0
905100020,1963,148000,0,3,5,1075,11235,0
905102170,1965,129500,0,3,5,1040,11200,0
905103030,1978,157500,1,3,6,1096,13014,0
905104080,1966,109900,0,3,5,904,7162,0
905104110,1967,145000,0,3,5,992,10265,0
905104180,1967,130000,0,3,5,894,9764,0
905107280,1978,153000,1,3,6,1034,7703,0
905107380,1967,120000,0,3,5,1073,9981,0
905108170,1984,152000,0,2,5,1126,7400,0
905200090,1969,108959,0,0,4,1258,12900,0
905200100,1920,95541,0,3,5,1140,12900,0
905200160,1959,80000,0,3,5,1006,9000,0
905200510,1966,149350,0,3,5,1228,8544,0
905201020,1963,144900,0,3,5,960,9239,0
905201110,1956,185000,1,1,6,1188,14175,0
905201120,1954,165000,1,3,5,1383,13284,0
905202230,1960,235000,1,1,6,1252,13500,0
905225040,1958,140000,0,3,5,1601,13825,0
905226030,1940,108000,0,2,5,672,10200,0
905226110,1960,145000,2,3,5,1721,10532,0
905227050,1941,152400,0,2,5,1350,8375,0
905300020,1970,144000,0,3,5,904,10200,0
905351089,1996,173000,1,2,6,1291,2887,0
905352030,1977,192000,1,4,7,2022,10005,0
905352070,1979,245000,2,3,7,1524,20270,0
905401045,1954,241500,2,2,7,1363,39104,0
905401060,1954,256000,2,2,4,1663,53227,0
905402090,1959,177000,1,2,6,1357,11512,0
905403060,1948,125600,1,2,7,1079,5190,0
905403150,1953,155000,2,3,6,1094,10452,0
905425125,1908,240000,1,5,6,2358,45600,0
905426030,1940,260000,2,2,5,1518,19550,0
905427050,1918,185000,1,4,6,1674,21780,0
905427070,1935,235000,2,4,6,2108,13728,0
905451330,1956,159900,1,3,5,1509,9571,0
905452070,1975,99600,0,2,5,864,9350,0
905452120,1962,134500,0,3,6,1269,9360,0
905476120,1900,119000,0,4,5,1367,8405,0
905477050,1910,107500,0,3,5,1347,7000,0
905479110,1950,125000,0,3,5,1164,10880,0
905480150,1924,79000,0,2,6,1096,9600,0
905480240,1941,95000,0,3,5,1111,9084,0
906204150,1990,262280,1,4,7,2329,11839,0
906204280,1995,260000,1,4,6,2814,9771,0
906223110,1994,226500,1,3,7,1626,9938,0
906223140,1993,225000,1,4,7,2200,14171,0
906223220,1996,229000,1,3,7,2037,10541,0
906378190,2007,177439,1,3,7,1356,10616,0
906380030,2007,248500,1,3,8,1615,9345,0
906412010,2008,475000,2,3,9,2276,11778,0
906412050,2008,395039,2,3,9,1766,11778,0
906420130,1993,228000,1,3,7,2097,11228,0
906424010,1995,225000,1,3,8,1511,11454,0
906475100,1966,195000,1,2,6,1643,11500,0
906476030,1997,200000,0,4,6,1688,12798,0
907126030,1994,155000,0,3,5,990,9750,0
907135020,1995,144000,0,3,5,1099,9525,0
907135260,1994,145000,0,3,5,990,9245,0
907175080,1997,226001,1,3,7,1418,8696,0
907176010,1997,215700,0,3,6,1771,13142,0
907181120,2000,207500,0,3,7,1652,8998,0
907181140,1999,193000,0,3,7,1790,9179,0
907187030,1998,188000,0,3,7,1724,8924,0
907187080,1999,191000,0,3,7,1479,9382,0
907192130,2002,221000,1,3,7,1494,12803,0
907194020,2001,231500,1,3,7,1792,12435,0
907196040,2000,235000,0,3,7,1823,12192,0
907196050,2001,223500,1,3,7,1786,11250,0
907200110,1975,130250,0,3,5,938,9200,0
907201060,1977,149900,0,3,5,985,8385,0
907202010,1978,158000,0,3,5,1174,12250,0
907202160,1978,147000,0,3,6,1026,10970,0
907202190,1975,143195,1,3,5,1076,9216,0
907202240,1975,163000,0,2,5,1558,14330,0
907203090,1975,110000,0,3,5,924,7990,0
907227050,1972,127000,0,3,5,864,7180,0
907227300,1972,124900,0,2,5,780,7200,0
907250020,2002,230000,1,3,8,1795,9742,0
907251090,2002,237000,1,3,8,2031,9473,0
907253060,2000,235000,1,3,7,1865,10316,0
907253110,2001,230500,1,3,7,2161,10400,0
907254020,1999,230000,2,3,8,1852,9066,0
907254090,1998,222500,1,3,7,2031,11404,0
907255020,2001,287000,1,3,8,2263,9240,0
907255030,2001,274000,1,3,9,1947,9720,0
907255060,2002,300000,1,3,8,1786,14860,0
907260010,2002,255900,1,4,8,2290,11250,0
907262030,2003,224900,0,3,7,1768,8158,0
907262060,2003,240000,1,4,7,2327,10905,0
907262070,2003,183000,0,3,7,1640,7226,0
907265100,1999,207000,1,3,8,1764,11690,0
907285080,1994,210000,1,4,7,1908,8750,0
907290150,2003,136500,0,1,6,848,4435,0
907290250,2004,145000,0,1,6,848,4426,0
907295020,1997,208900,1,3,6,1493,13125,0
907295100,1997,185000,0,2,6,1838,10126,0
907405020,2002,214000,0,3,7,1536,9135,0
907405140,2003,208500,0,3,7,1710,8450,0
907412040,2004,186500,0,3,7,1445,9750,0
907412070,2004,210000,0,3,7,1436,8450,0
907412080,2004,185900,0,3,7,1582,8320,0
907412090,2007,179900,0,3,8,1234,11049,0
907418010,2007,218836,0,3,7,1564,11058,0
907418040,2007,193000,0,3,7,1361,9627,0
907420080,2005,189000,1,3,7,1456,8199,0
907425010,2004,149300,1,1,6,848,4426,0
907425015,2004,141000,1,1,6,848,4426,0
907425030,2004,149000,1,1,6,848,4438,0
907425035,2004,144500,1,1,6,848,4438,0
908102030,1910,85000,0,2,5,796,8777,0
908102040,1900,145900,0,4,5,2200,8777,0
908102140,1966,123000,0,3,5,1092,9825,0
908102260,1965,147500,0,3,5,1256,9937,0
908103260,1976,165000,0,3,5,1033,12102,0
908103280,1976,135000,1,3,6,1127,6500,0
908127120,1940,108000,1,3,5,996,13907,0
908128050,1972,137500,0,3,4,1181,10012,0
908128110,2003,165400,1,3,7,1656,6931,0
908151040,1977,147000,1,3,6,1117,9638,0
908152110,1976,160500,1,3,6,1398,7200,0
908152270,2005,176000,0,2,4,1132,7024,0
908154080,1959,284700,2,5,5,3820,47007,0
908154235,2008,160000,3,3,10,5642,63887,480
908186040,2005,148000,0,2,6,1072,3675,0
908201100,1955,82000,0,2,4,1152,6040,0
908201110,1955,82000,0,2,4,1152,6012,0
908201120,1955,118000,0,4,4,1440,12108,0
908204160,1955,82500,0,2,4,1152,6845,0
908225170,1955,91900,0,2,4,784,6931,0
908226120,1938,120000,0,2,5,1053,12180,0
908250040,1947,96000,0,4,5,1137,8050,0
908250090,1953,99000,0,2,4,930,9520,0
908275130,1946,130500,0,3,5,1200,11767,0
908275180,1954,135000,0,4,4,1470,8172,0
908275280,1955,135500,0,3,5,1393,16466,0
908276140,1954,100000,0,3,4,1204,7692,0
909100150,1923,108000,0,3,4,1292,5142,0
909100170,1925,98000,0,2,5,864,5604,0
909101060,1914,67000,0,2,3,864,8248,0
909101180,1912,135900,0,6,5,1716,5687,0
909131170,1925,140000,0,4,6,1482,12155,0
909175050,1939,179500,1,4,5,2192,8400,0
909175100,1925,136500,1,4,6,1694,8400,0
909177120,1921,168000,1,2,7,1424,7290,0
909201110,1911,130000,0,4,5,1964,8525,0
909250040,1921,189000,0,4,5,2601,9842,0
909250230,1930,161900,2,4,6,1920,7804,0
909251080,1926,145000,1,2,6,1316,8969,0
909251090,1922,191000,1,3,6,2555,11526,0
909252110,1915,177000,0,4,6,1680,15576,0
909252220,1914,147500,0,3,6,1264,15564,0
909253190,1930,91000,0,2,6,790,6292,0
909254050,1925,231000,1,3,8,1512,7609,0
909256060,1936,115000,0,3,6,1639,10480,0
909275040,1923,138000,1,4,6,1603,9650,0
909275050,1931,149000,1,3,7,1502,7200,0
909276170,1934,188700,1,3,6,1660,11988,0
909277040,1937,198000,1,4,5,1938,11700,0
909277070,1938,110000,0,3,5,1374,9260,0
909281030,1951,104000,1,2,6,1091,7801,0
909281110,1935,257076,2,4,8,1873,9670,0
909282030,1935,381000,2,4,8,3447,14100,0
909425010,1939,311500,2,3,7,1954,15660,0
909425085,1950,263400,2,3,7,2161,12392,0
909428170,1956,236500,2,3,5,1898,26073,0
909428190,1954,224000,1,3,6,1640,14778,0
909451020,1980,116500,1,2,6,1032,1879,0
909451150,1980,151000,1,3,6,1556,1950,0
910200080,1926,126000,0,2,6,919,7000,0
910201130,1940,120000,0,3,6,1090,6000,0
910202050,1922,55000,0,2,4,796,3636,0
910202100,1930,120500,0,2,6,816,5890,0
910203020,1940,120500,1,2,5,778,6900,0
910203090,1930,119000,0,4,5,1200,8155,0
910205010,1967,126000,1,3,5,1656,6000,0
910206110,1930,99500,0,2,5,912,7392,0
910226040,1958,165500,0,4,5,1955,9000,0
910251050,1952,13100,0,2,1,733,14584,0
911102090,1895,89000,0,2,4,1361,5280,0
911102170,1920,40000,0,3,4,1317,8500,0
911102180,1910,80900,0,2,4,1049,5150,0
911226010,1935,81000,0,2,3,894,18000,0
911226030,1920,65000,0,3,4,864,9000,0
911370410,2008,392500,1,2,8,1652,5587,0
911370490,2007,294464,1,2,8,1648,3843,0
911370520,2004,250000,1,2,7,1646,3811,0
911370540,2004,275000,1,2,8,1646,3842,0
914453045,1996,300000,0,3,7,2032,23730,0
914465060,2002,271000,2,3,8,1689,13265,0
914467050,1996,213000,1,3,7,1820,11050,0
914475020,1977,171000,1,3,6,1118,9880,576
914476010,1977,171500,2,3,6,1279,10125,0
914476080,1976,100000,0,4,5,1872,10260,0
914476450,1991,228500,1,3,4,1689,9990,0
916125425,1965,228950,2,3,5,1786,164660,0
916226030,1986,241500,1,2,7,1501,4084,0
916325080,1976,287000,1,2,8,2898,15498,0
916380060,2006,294000,0,3,8,1537,11563,0
916382120,2007,293077,1,3,8,1646,9520,0
916384100,2007,264966,1,3,8,1780,12852,0
916386040,2006,172500,0,3,5,1442,9802,0
916386080,2006,167500,0,3,5,1394,9735,0
916386180,2008,218689,0,3,7,1612,12018,0
916402015,1989,150000,1,3,6,1495,12890,0
916402115,1986,184000,1,3,6,1651,12416,0
916402215,1986,180000,1,3,6,1256,18265,0
916403230,1988,175000,1,3,6,1509,10200,0
916455120,2003,232500,1,3,8,1440,11202,0
916460060,1999,195000,0,3,6,1675,7915,0
916477020,2003,305000,2,4,8,2262,12244,0
921126030,2007,298751,1,3,8,1728,11449,0
921201060,2005,370000,1,3,8,1964,11447,0
923202005,1997,209200,0,2,7,1344,8940,0
923202015,1997,206300,0,2,7,1344,7060,0
923202137,2007,146000,0,2,5,1092,9278,0
923203140,1997,160500,0,2,6,1189,4500,0
923204040,1964,173000,0,3,4,1200,14137,0
923225080,1975,124000,0,3,5,1040,4224,0
923225150,1976,115000,1,3,5,1304,2665,0
923225200,1976,129500,1,4,5,1475,2665,0
923225310,1973,105000,0,2,4,988,1974,0
923225370,1973,94900,1,1,4,988,1596,0
923227030,1968,152500,0,3,5,1160,17979,0
923228080,1970,98000,0,3,6,1092,1477,0
923228420,1972,81000,0,1,4,630,1890,0
923250210,1954,113000,0,2,5,988,21750,0
923252100,1983,128500,0,2,5,816,6490,0
923275090,1984,119500,0,3,5,923,6951,0
923277030,1982,130500,1,3,5,816,6600,0
923277040,1982,138000,0,2,5,816,6600,0
923277080,1982,134500,0,3,5,845,6600,0
923400040,1940,160000,0,4,6,1750,12508,0
923426010,1984,137500,0,3,5,889,12395,0
924100020,1969,172000,1,4,5,1968,11075,0
1007100110,1900,103000,0,4,5,1836,56600,0
526352080,1971,167300,1,3,6,1587,10667,0
526352090,1970,167000,1,2,7,1277,10628,0
526355170,1973,244000,2,3,7,2223,13651,0
526355190,1970,268000,1,4,8,2217,15865,0
527105140,2003,225000,1,3,7,1733,12394,0
527107040,1995,168000,1,3,6,1572,10364,0
527110080,1997,177000,0,3,6,1470,13869,0
527110120,1997,169000,1,3,6,1600,8773,0
527110130,1997,161500,1,3,6,1384,8872,0
527126030,2000,251000,0,2,8,1652,5330,0
527158090,1994,160000,1,3,6,1694,10147,0
527161090,1999,180000,1,3,6,1714,8637,0
527162080,1996,178750,0,3,7,1553,7875,0
527162090,1995,176000,1,3,7,1253,7875,0
527162140,1999,204000,1,5,6,2299,7500,0
527163080,1992,160000,0,3,7,1187,9556,0
527165020,1991,160000,1,3,7,1472,10784,0
527165100,1992,163900,1,3,7,1482,9125,0
527165170,1993,168000,1,3,6,1642,7655,0
527175130,1964,154204,1,3,6,1128,18160,0
527182040,1986,170000,0,2,8,1088,3696,0
527182170,1984,207500,1,3,7,2090,5062,0
527184020,1988,182000,0,2,8,1179,4740,0
527184110,1990,212000,1,1,8,1321,5118,0
527210060,2005,377426,1,3,9,1922,14157,0
527212060,2005,349265,1,4,8,2541,12328,0
527216080,2006,591587,2,4,9,2338,51974,0
527226040,1969,155000,0,3,5,1424,41600,0
527252050,2006,319900,1,2,9,1612,8035,0
527252070,2007,392000,1,2,8,1419,8089,0
527256030,2006,441929,1,1,8,2234,14082,0
527256040,2006,455000,1,3,10,2042,13870,0
527301080,1981,182900,1,3,6,1440,12546,0
527301280,1984,174000,0,3,6,1284,10960,0
527302020,1984,178000,1,3,6,1868,12090,0
527302060,1981,176000,1,3,7,1479,12090,0
527302090,1978,213000,1,3,7,1664,12299,0
527325090,1979,192000,1,4,7,1930,11339,0
527325110,1977,190000,1,3,7,1969,11952,0
527327050,1976,195000,1,4,6,2030,12046,0
527328020,1978,148000,1,3,6,1032,10395,0
527328050,1984,151500,0,3,6,1177,11850,0
527353080,1979,197000,1,3,7,1725,11584,0
527354050,1979,192350,1,2,6,1353,10400,0
527356050,1969,152000,0,4,5,1620,10793,0
527357020,1971,170000,1,2,6,1220,13001,0
527358060,1971,175000,1,3,5,1484,12243,0
527359010,1968,175000,1,3,6,1743,11700,0
527359080,1976,197900,1,3,7,1935,12384,0
527359160,1976,174000,1,3,7,1324,8991,0
527377110,1974,178900,1,4,6,1877,8000,0
527402090,1971,139000,0,3,5,1109,10500,0
527402150,1971,143250,0,3,6,981,10530,0
527402240,1972,184000,0,4,7,1479,7472,0
527403310,1970,155000,0,3,5,1422,9457,0
527404050,1970,133000,0,3,5,914,7920,0
527404100,1971,119500,0,3,5,950,9758,0
527404140,1971,123000,0,3,4,872,8294,0
527404150,1971,110000,0,2,4,858,7340,0
527425025,1961,128000,0,2,4,914,17199,0
527425140,1971,120500,0,3,4,864,9000,0
527427090,1998,133000,0,1,7,767,4058,0
527427160,2001,155000,1,2,6,1337,4113,0
527427200,1997,177000,1,2,6,1337,10943,0
527450030,1973,113500,0,3,6,1092,2205,0
527450150,1973,113000,0,3,6,1218,1890,0
527450220,1973,113700,0,4,6,1218,2058,0
527451020,1970,106000,0,3,5,1302,2016,0
527451170,1971,122500,0,2,5,1365,1920,0
527452100,1976,128000,1,2,6,958,4928,0
527453010,1976,155000,1,3,6,1548,2308,0
527455030,1978,142500,0,2,7,1055,2304,0
527455250,1966,129250,0,3,5,988,7150,0
528102050,2006,356000,1,3,9,1816,12469,0
528102090,2007,314813,1,3,9,1828,11694,0
528102100,2007,318000,0,3,8,1694,12030,0
528102120,2006,322400,1,3,8,1694,11825,0
528102130,2007,318000,1,3,8,1734,12085,0
528104010,2007,345474,1,2,8,2122,14333,0
528106040,2006,415298,1,3,9,2121,14450,0
528106050,2007,492000,1,3,9,2656,13641,0
528106060,2006,338931,1,4,8,2550,13440,0
528106110,2005,450000,2,2,10,2046,15431,0
528108160,2006,280000,1,3,7,2172,14154,0
528110040,2007,479069,2,3,9,2552,13891,0
528110070,2006,395000,1,3,8,1973,14226,0
528110100,2006,380000,1,3,9,2643,13693,0
528112150,2006,250000,1,3,8,1634,11428,0
528114050,2006,440000,1,2,8,1976,14977,0
528118040,2005,418000,1,4,9,2758,13654,0
528118050,2007,500067,1,2,10,2290,17169,0
528120010,2007,260116,1,3,8,2152,16659,0
528120150,2004,317000,1,4,8,2473,9591,0
528142050,2007,319500,2,3,8,2100,9709,0
528144050,2007,325624,1,3,8,2161,10562,0
528150040,2006,372000,1,3,9,1802,13615,0
528150110,2004,342000,1,5,8,2956,13069,0
528150120,2004,354000,1,4,8,2468,12099,0
528166150,2003,350000,1,3,8,2385,14277,0
528168040,2003,285000,1,4,8,2374,11999,0
528172030,2007,281500,1,3,8,1818,12568,0
528172050,2005,245700,0,3,7,1614,9926,0
528172070,2005,232698,0,3,8,1721,9254,0
528172075,2006,250000,0,3,8,1828,10732,0
528174010,2005,194700,1,2,6,1362,7577,0
528174020,2005,204000,1,1,6,1302,3901,0
528174030,2005,200000,1,1,6,1302,3903,0
528174040,2005,207000,1,2,6,1362,6289,0
528181060,2006,209500,1,2,8,1554,4590,0
528181070,2006,209500,1,2,8,1554,4590,0
528181080,2006,202500,1,2,8,1370,6442,0
528186050,2005,280000,1,2,9,1577,7841,0
528186090,2005,277500,1,2,9,1561,7313,0
528186120,2007,318061,1,2,9,1869,7820,0
528186190,2006,221370,1,2,8,1324,6240,0
528188160,2003,200000,1,2,7,1405,3242,0
528218010,2007,181755,0,3,6,1496,15810,0
528218020,2005,176000,1,3,6,1536,10237,0
528218050,2005,178900,1,3,6,1484,10237,0
528218100,2006,168165,0,3,7,1458,13204,0
528221030,2006,171925,1,3,6,1495,8857,0
528221040,2006,198444,1,3,6,1746,9729,0
528221050,2005,203000,0,3,6,1326,12216,0
528221090,2007,179540,1,3,7,1456,9018,0
528222030,2007,176485,0,3,7,1302,8993,0
528222040,2007,181134,0,3,7,1340,8899,0
528222050,2006,156932,1,3,6,1412,8499,0
528222060,2007,166000,0,3,6,1504,8229,0
528222080,2007,177594,0,3,7,1456,7713,0
528222090,2007,173500,0,3,7,1258,7697,0
528228270,2006,172500,1,2,7,1258,3922,0
528228275,2006,194201,1,2,7,1402,3922,0
528228375,2003,226500,1,2,8,1589,3621,0
528228555,2007,185485,1,2,7,1266,3710,0
528231010,2004,259000,1,3,7,1530,14572,0
528231030,2004,188500,0,2,7,1119,16219,0
528235000,2004,175000,1,3,7,1374,11084,0
528235160,2004,215000,1,4,7,1959,11796,0
